Run,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
20,35.0,100.0,100.0,100.0,100.0,100.0,95.0,98.0,100.0,100.0,100.0,80.0,98.0,95.0,95.0,30.0,100.0,92.0,95.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,98.0,90.0,85.0,95.0,80.0,95.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
21,30.0,98.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,65.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,85.0,95.0,85.0,90.0,75.0,95.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0
22,10.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,98.0,95.0,45.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,85.0,90.0,85.0,90.0,85.0,98.0,98.0,95.0,100.0,100.0,98.0,100.0,95.0,100.0,100.0
23,20.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,80.0,100.0,98.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,98.0,98.0,94.0,95.0,85.0,95.0,85.0,95.0,98.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
24,30.0,100.0,100.0,98.0,100.0,100.0,98.0,95.0,100.0,95.0,100.0,70.0,100.0,100.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,90.0,95.0,98.0,100.0,90.0,95.0,85.0,95.0,85.0,95.0,98.0,98.0,100.0,98.0,100.0,98.0,100.0,100.0,100.0
25,25.0,98.0,100.0,100.0,100.0,100.0,95.0,98.0,100.0,98.0,100.0,75.0,100.0,95.0,95.0,100.0,100.0,85.0,95.0,95.0,100.0,95.0,95.0,55.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,98.0,90.0,90.0,85.0,90.0,85.0,95.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,30.0,100.0,100.0,100.0,100.0,100.0,98.0,95.0,100.0,100.0,100.0,85.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,95.0,90.0,87.0,90.0,85.0,95.0,100.0,100.0,100.0,100.0,10.0,100.0,100.0,100.0,100.0
27,40.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,70.0,100.0,95.0,95.0,100.0,100.0,90.0,100.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,90.0,92.0,100.0,100.0,80.0,90.0,85.0,95.0,85.0,95.0,97.0,98.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0
28,30.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,99.0,100.0,85.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,97.0,60.0,100.0,100.0,98.0,98.0,100.0,100.0,100.0,90.0,95.0,100.0,98.0,98.0,90.0,85.0,90.0,85.0,95.0,98.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
29,30.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,100.0,100.0,100.0,70.0,100.0,95.0,95.0,30.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,97.0,95.0,85.0,95.0,85.0,98.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
30,20.0,100.0,100.0,100.0,100.0,100.0,95.0,98.0,100.0,100.0,100.0,75.0,98.0,95.0,95.0,40.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,98.0,98.0,85.0,95.0,85.0,95.0,85.0,95.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
31,35.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,85.0,100.0,95.0,95.0,100.0,100.0,92.0,95.0,95.0,100.0,95.0,85.0,55.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,100.0,85.0,95.0,85.0,95.0,85.0,95.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
32,25.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,100.0,100.0,100.0,80.0,100.0,95.0,98.0,40.0,100.0,95.0,95.0,95.0,100.0,95.0,95.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,100.0,98.0,95.0,85.0,95.0,85.0,98.0,100.0,100.0,100.0,98.0,95.0,100.0,98.0,100.0,100.0
33,30.0,100.0,98.0,100.0,100.0,100.0,98.0,98.0,100.0,98.0,100.0,85.0,98.0,95.0,95.0,35.0,100.0,85.0,95.0,95.0,100.0,95.0,95.0,55.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,90.0,90.0,100.0,100.0,85.0,95.0,85.0,95.0,80.0,98.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
34,30.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,65.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,92.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,98.0,100.0,98.0,100.0,90.0,90.0,100.0,100.0,100.0,90.0,85.0,95.0,80.0,95.0,100.0,100.0,100.0,98.0,100.0,95.0,100.0,100.0,100.0
35,30.0,100.0,100.0,100.0,100.0,100.0,98.0,95.0,100.0,100.0,95.0,85.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,90.0,95.0,55.0,100.0,100.0,98.0,98.0,100.0,100.0,100.0,85.0,90.0,98.0,98.0,85.0,95.0,85.0,95.0,85.0,95.0,100.0,98.0,100.0,98.0,98.0,100.0,100.0,100.0,100.0
36,25.0,100.0,100.0,100.0,98.0,100.0,98.0,98.0,100.0,98.0,100.0,80.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,70.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,98.0,85.0,90.0,85.0,90.0,80.0,98.0,100.0,98.0,100.0,100.0,10.0,100.0,100.0,100.0,100.0
37,35.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,95.0,95.0,90.0,100.0,90.0,95.0,95.0,100.0,95.0,75.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,98.0,88.0,95.0,85.0,95.0,85.0,95.0,100.0,100.0,100.0,100.0,0.0,100.0,98.0,100.0,100.0
38,30.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,100.0,98.0,100.0,85.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,55.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,90.0,95.0,98.0,100.0,85.0,90.0,85.0,95.0,80.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
39,30.0,100.0,100.0,100.0,100.0,100.0,95.0,95.0,100.0,100.0,100.0,75.0,98.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,98.0,100.0,90.0,90.0,85.0,95.0,85.0,97.0,100.0,100.0,100.0,98.0,100.0,100.0,98.0,98.0,100.0
40,35.0,100.0,98.0,100.0,100.0,100.0,95.0,98.0,100.0,100.0,100.0,80.0,100.0,95.0,94.0,100.0,100.0,92.0,95.0,90.0,100.0,90.0,95.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,98.0,81.0,95.0,85.0,95.0,80.0,98.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0
41,30.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,100.0,98.0,100.0,85.0,100.0,100.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,90.0,95.0,45.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,90.0,90.0,98.0,100.0,98.0,95.0,85.0,95.0,80.0,95.0,98.0,100.0,100.0,100.0,95.0,98.0,98.0,100.0,100.0
42,35.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,75.0,100.0,95.0,95.0,100.0,100.0,92.0,95.0,95.0,100.0,90.0,95.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,85.0,95.0,89.0,90.0,85.0,95.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
43,30.0,98.0,100.0,100.0,100.0,100.0,98.0,95.0,100.0,97.0,100.0,85.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,90.0,100.0,95.0,95.0,55.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,100.0,88.0,90.0,85.0,90.0,85.0,95.0,100.0,100.0,100.0,95.0,98.0,100.0,98.0,100.0,100.0
44,20.0,100.0,100.0,100.0,100.0,100.0,98.0,95.0,100.0,100.0,100.0,80.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,90.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,98.0,90.0,85.0,95.0,80.0,95.0,98.0,98.0,100.0,100.0,10.0,100.0,100.0,100.0,100.0
45,30.0,100.0,100.0,98.0,100.0,100.0,98.0,100.0,100.0,98.0,98.0,80.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,100.0,85.0,95.0,85.0,95.0,85.0,95.0,100.0,98.0,100.0,100.0,95.0,100.0,98.0,100.0,100.0
46,30.0,100.0,100.0,100.0,99.0,100.0,98.0,100.0,100.0,100.0,100.0,70.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,70.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,98.0,85.0,95.0,85.0,95.0,85.0,95.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
47,25.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,100.0,100.0,95.0,75.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,85.0,94.0,85.0,85.0,85.0,95.0,100.0,98.0,100.0,100.0,0.0,98.0,100.0,100.0,100.0
48,20.0,100.0,98.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,85.0,100.0,95.0,95.0,100.0,100.0,95.0,95.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,90.0,95.0,85.0,90.0,85.0,95.0,100.0,98.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0
49,25.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,100.0,100.0,100.0,85.0,100.0,95.0,95.0,100.0,100.0,85.0,95.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,98.0,85.0,95.0,85.0,95.0,85.0,98.0,98.0,95.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0
50,15.0,98.0,100.0,100.0,100.0,100.0,96.0,100.0,100.0,98.0,100.0,85.0,100.0,95.0,95.0,30.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,98.0,100.0,98.0,95.0,85.0,90.0,85.0,95.0,98.0,98.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0
