Run,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
12,25.0,100.0,100.0,100.0,0.0,100.0,90.0,95.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,40.0,100.0,94.0,95.0,90.0,100.0,95.0,90.0,30.0,90.0,100.0,85.0,100.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,100.0,95.0,85.0,90.0,80.0,100.0,100.0,100.0,100.0,95.0,98.0,100.0,100.0,98.0,100.0
13,20.0,100.0,100.0,100.0,0.0,100.0,85.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,40.0,100.0,95.0,95.0,95.0,100.0,95.0,90.0,35.0,95.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,95.0,100.0,100.0,98.0,95.0,85.0,95.0,85.0,100.0,100.0,100.0,100.0,98.0,98.0,100.0,100.0,100.0,100.0
14,10.0,100.0,100.0,100.0,0.0,100.0,85.0,98.0,0.0,98.0,98.0,98.0,100.0,0.0,95.0,25.0,100.0,95.0,95.0,95.0,100.0,95.0,90.0,40.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,95.0,90.0,100.0,100.0,95.0,95.0,85.0,95.0,85.0,100.0,100.0,100.0,100.0,98.0,100.0,98.0,95.0,100.0,100.0
15,15.0,100.0,100.0,98.0,0.0,100.0,90.0,95.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,45.0,100.0,95.0,95.0,95.0,100.0,95.0,90.0,25.0,85.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,100.0,95.0,85.0,90.0,85.0,95.0,100.0,100.0,100.0,95.0,98.0,98.0,100.0,100.0,100.0
16,10.0,100.0,100.0,100.0,0.0,100.0,85.0,98.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,95.0,95.0,95.0,100.0,95.0,90.0,40.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,98.0,95.0,85.0,95.0,85.0,95.0,100.0,100.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0
17,20.0,100.0,100.0,100.0,0.0,100.0,85.0,95.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,90.0,95.0,95.0,100.0,90.0,90.0,40.0,90.0,100.0,85.0,100.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,98.0,95.0,85.0,95.0,85.0,100.0,100.0,100.0,100.0,98.0,95.0,95.0,100.0,100.0,100.0
18,30.0,100.0,100.0,100.0,0.0,100.0,85.0,90.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,92.0,94.0,95.0,100.0,90.0,95.0,30.0,85.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,95.0,100.0,100.0,98.0,95.0,88.0,90.0,85.0,98.0,100.0,98.0,100.0,95.0,100.0,95.0,100.0,100.0,100.0
19,30.0,100.0,100.0,100.0,0.0,100.0,98.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,40.0,100.0,95.0,95.0,90.0,100.0,95.0,90.0,45.0,90.0,100.0,85.0,100.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,100.0,95.0,85.0,90.0,85.0,98.0,100.0,100.0,100.0,97.0,95.0,100.0,98.0,100.0,100.0
20,30.0,100.0,100.0,100.0,0.0,100.0,100.0,95.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,20.0,100.0,95.0,95.0,95.0,100.0,95.0,90.0,40.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,100.0,95.0,85.0,90.0,85.0,100.0,98.0,100.0,100.0,98.0,95.0,100.0,97.0,100.0,100.0
21,32.0,100.0,100.0,100.0,0.0,100.0,100.0,98.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,40.0,100.0,95.0,90.0,90.0,100.0,90.0,95.0,40.0,90.0,100.0,85.0,100.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,100.0,95.0,87.0,95.0,85.0,100.0,100.0,100.0,100.0,95.0,95.0,100.0,100.0,100.0,100.0
22,30.0,100.0,100.0,100.0,0.0,100.0,98.0,95.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,95.0,95.0,85.0,100.0,90.0,90.0,30.0,90.0,100.0,85.0,95.0,100.0,0.0,0.0,90.0,95.0,100.0,100.0,98.0,95.0,85.0,95.0,85.0,95.0,98.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0
23,30.0,100.0,100.0,100.0,0.0,100.0,85.0,95.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,40.0,100.0,94.0,90.0,90.0,100.0,95.0,90.0,35.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,90.0,100.0,99.0,98.0,95.0,85.0,90.0,85.0,98.0,100.0,98.0,100.0,98.0,95.0,100.0,100.0,100.0,100.0
24,30.0,100.0,100.0,100.0,0.0,100.0,90.0,100.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,40.0,100.0,93.0,90.0,95.0,100.0,95.0,95.0,40.0,85.0,100.0,85.0,100.0,100.0,0.0,0.0,90.0,95.0,100.0,98.0,95.0,90.0,85.0,95.0,85.0,100.0,98.0,100.0,100.0,98.0,95.0,98.0,100.0,100.0,100.0
25,20.0,100.0,100.0,100.0,0.0,100.0,85.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,95.0,90.0,90.0,100.0,95.0,90.0,40.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,95.0,90.0,100.0,100.0,98.0,95.0,85.0,90.0,85.0,95.0,100.0,98.0,100.0,98.0,95.0,100.0,95.0,100.0,100.0
26,30.0,100.0,100.0,100.0,0.0,100.0,85.0,95.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,35.0,100.0,92.0,90.0,95.0,100.0,95.0,90.0,40.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,95.0,100.0,98.0,98.0,95.0,85.0,95.0,98.0,98.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0
27,25.0,100.0,100.0,100.0,0.0,100.0,98.0,95.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,95.0,95.0,95.0,100.0,90.0,90.0,45.0,90.0,100.0,85.0,100.0,100.0,0.0,0.0,85.0,90.0,100.0,100.0,98.0,90.0,85.0,90.0,100.0,97.0,100.0,100.0,100.0,95.0,95.0,100.0,100.0,98.0,100.0
28,25.0,100.0,100.0,100.0,0.0,100.0,98.0,100.0,0.0,99.0,98.0,100.0,100.0,0.0,95.0,40.0,100.0,95.0,95.0,95.0,100.0,90.0,90.0,30.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,98.0,95.0,85.0,90.0,85.0,98.0,100.0,100.0,100.0,98.0,100.0,98.0,100.0,100.0,100.0
29,20.0,100.0,100.0,100.0,0.0,100.0,85.0,95.0,0.0,97.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,95.0,95.0,95.0,100.0,95.0,90.0,20.0,95.0,100.0,85.0,100.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,98.0,90.0,85.0,90.0,85.0,98.0,100.0,100.0,100.0,98.0,100.0,98.0,100.0,100.0,100.0
30,20.0,100.0,100.0,100.0,0.0,100.0,85.0,98.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,94.0,95.0,95.0,100.0,94.0,95.0,30.0,90.0,100.0,85.0,100.0,100.0,0.0,0.0,95.0,93.0,100.0,100.0,100.0,90.0,85.0,90.0,85.0,100.0,100.0,100.0,100.0,96.0,100.0,98.0,100.0,100.0,100.0
31,20.0,100.0,100.0,100.0,0.0,100.0,90.0,95.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,95.0,95.0,95.0,100.0,90.0,90.0,30.0,90.0,100.0,85.0,100.0,100.0,0.0,0.0,95.0,90.0,100.0,100.0,97.0,95.0,85.0,90.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,95.0,100.0,100.0
32,35.0,100.0,100.0,100.0,0.0,100.0,85.0,95.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,96.0,95.0,95.0,100.0,95.0,90.0,40.0,90.0,100.0,80.0,100.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,95.0,95.0,85.0,95.0,85.0,95.0,100.0,100.0,100.0,98.0,98.0,95.0,98.0,100.0,100.0
33,10.0,100.0,100.0,100.0,0.0,98.0,85.0,95.0,0.0,99.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,90.0,95.0,95.0,100.0,95.0,90.0,30.0,90.0,100.0,90.0,100.0,100.0,0.0,0.0,90.0,95.0,100.0,98.0,98.0,95.0,85.0,95.0,80.0,98.0,98.0,98.0,100.0,95.0,95.0,98.0,100.0,98.0,100.0
34,30.0,100.0,100.0,100.0,0.0,100.0,85.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,92.0,90.0,95.0,100.0,95.0,90.0,40.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,95.0,90.0,100.0,100.0,98.0,95.0,85.0,95.0,85.0,98.0,100.0,97.0,100.0,95.0,95.0,100.0,100.0,100.0,100.0
35,25.0,100.0,100.0,100.0,0.0,100.0,98.0,100.0,0.0,100.0,100.0,98.0,100.0,0.0,95.0,30.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,30.0,90.0,100.0,85.0,100.0,100.0,0.0,0.0,95.0,95.0,100.0,100.0,98.0,95.0,85.0,90.0,85.0,98.0,100.0,100.0,98.0,95.0,95.0,98.0,100.0,98.0,100.0
36,20.0,100.0,100.0,100.0,0.0,100.0,85.0,100.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,40.0,100.0,95.0,95.0,95.0,100.0,85.0,90.0,40.0,85.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,100.0,95.0,85.0,95.0,85.0,100.0,100.0,100.0,100.0,95.0,95.0,100.0,100.0,100.0,100.0
37,10.0,100.0,100.0,100.0,0.0,100.0,85.0,95.0,0.0,100.0,100.0,98.0,98.0,0.0,95.0,40.0,100.0,95.0,95.0,90.0,100.0,95.0,90.0,40.0,95.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,95.0,100.0,95.0,98.0,95.0,85.0,90.0,85.0,95.0,100.0,100.0,100.0,98.0,95.0,98.0,100.0,100.0,100.0
38,20.0,100.0,100.0,100.0,0.0,100.0,95.0,95.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,95.0,95.0,95.0,100.0,90.0,90.0,30.0,90.0,100.0,40.0,98.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,98.0,95.0,85.0,95.0,85.0,95.0,100.0,100.0,100.0,95.0,95.0,98.0,100.0,100.0,100.0
39,20.0,100.0,100.0,100.0,0.0,100.0,85.0,98.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,95.0,95.0,90.0,100.0,90.0,95.0,40.0,95.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,95.0,100.0,98.0,97.0,95.0,85.0,90.0,85.0,95.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0
40,30.0,100.0,100.0,100.0,0.0,100.0,100.0,95.0,0.0,100.0,100.0,100.0,100.0,0.0,90.0,30.0,100.0,95.0,90.0,90.0,100.0,95.0,90.0,30.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,90.0,100.0,95.0,100.0,95.0,85.0,95.0,85.0,98.0,100.0,100.0,100.0,98.0,98.0,98.0,100.0,100.0,100.0
41,30.0,100.0,100.0,100.0,0.0,100.0,88.0,95.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,25.0,100.0,95.0,95.0,90.0,100.0,95.0,90.0,45.0,95.0,100.0,85.0,98.0,100.0,0.0,0.0,92.0,90.0,100.0,100.0,100.0,95.0,85.0,90.0,85.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,98.0,100.0,100.0
42,35.0,100.0,100.0,100.0,0.0,100.0,90.0,95.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,35.0,100.0,93.0,95.0,95.0,100.0,95.0,95.0,30.0,90.0,100.0,85.0,99.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,98.0,95.0,85.0,90.0,80.0,100.0,100.0,100.0,100.0,95.0,100.0,98.0,100.0,100.0,100.0
43,20.0,100.0,100.0,100.0,0.0,100.0,100.0,95.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,90.0,95.0,95.0,100.0,85.0,90.0,40.0,85.0,100.0,85.0,100.0,100.0,0.0,0.0,90.0,95.0,100.0,100.0,100.0,95.0,85.0,95.0,85.0,98.0,100.0,100.0,100.0,99.0,100.0,100.0,98.0,100.0,100.0
44,20.0,100.0,100.0,100.0,0.0,100.0,85.0,98.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,45.0,100.0,95.0,90.0,90.0,100.0,90.0,90.0,30.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,90.0,100.0,100.0,100.0,95.0,85.0,95.0,85.0,95.0,100.0,100.0,100.0,95.0,95.0,100.0,95.0,100.0,100.0
45,30.0,100.0,100.0,100.0,0.0,100.0,98.0,98.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,25.0,100.0,95.0,95.0,95.0,100.0,90.0,90.0,30.0,90.0,100.0,85.0,100.0,100.0,0.0,0.0,90.0,90.0,100.0,98.0,98.0,95.0,88.0,80.0,85.0,100.0,100.0,95.0,100.0,98.0,100.0,100.0,98.0,100.0,100.0
46,10.0,100.0,100.0,100.0,0.0,100.0,85.0,95.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,95.0,90.0,95.0,100.0,90.0,95.0,30.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,95.0,100.0,100.0,98.0,95.0,85.0,90.0,80.0,95.0,100.0,100.0,100.0,98.0,100.0,95.0,95.0,100.0,100.0
47,20.0,100.0,100.0,100.0,0.0,100.0,85.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,95.0,40.0,100.0,95.0,95.0,95.0,100.0,90.0,95.0,40.0,95.0,100.0,85.0,100.0,100.0,0.0,0.0,95.0,90.0,100.0,100.0,98.0,90.0,85.0,90.0,85.0,100.0,100.0,98.0,100.0,95.0,100.0,98.0,100.0,100.0,100.0
48,30.0,100.0,100.0,100.0,0.0,100.0,85.0,95.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,40.0,100.0,94.0,95.0,95.0,100.0,90.0,90.0,40.0,95.0,98.0,85.0,98.0,100.0,0.0,0.0,95.0,90.0,100.0,100.0,100.0,95.0,85.0,90.0,85.0,100.0,100.0,98.0,100.0,100.0,95.0,95.0,100.0,99.0,100.0
49,25.0,100.0,100.0,100.0,0.0,100.0,85.0,100.0,0.0,98.0,100.0,100.0,100.0,0.0,90.0,35.0,100.0,92.0,95.0,95.0,100.0,90.0,90.0,40.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,95.0,100.0,98.0,98.0,90.0,85.0,95.0,85.0,95.0,100.0,100.0,100.0,95.0,100.0,95.0,98.0,100.0,100.0
50,30.0,100.0,100.0,100.0,0.0,100.0,98.0,95.0,0.0,98.0,100.0,100.0,100.0,0.0,95.0,30.0,100.0,95.0,95.0,95.0,100.0,95.0,90.0,35.0,90.0,100.0,85.0,98.0,100.0,0.0,0.0,90.0,95.0,100.0,100.0,100.0,95.0,85.0,95.0,85.0,95.0,100.0,98.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0
