Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
40,Quais são as sanções disciplinares aplicáveis aos trabalhadores em funções públicas?, As sanções disciplinares aplicáveis aos trabalhadores em funções públicas são:  - repreensão escrita;   - multa;   - suspensão;   - despedimento disciplinar ou demissão.,"As sanções disciplinares aplicáveis são: repreensão escrita, multa, suspensão, despedimento disciplinar ou demissão.",100.0
41,Qual é o prazo de prescrição do procedimento disciplinar quando o trabalhador não foi notificado da decisão final?, 18 meses.,"O procedimento disciplinar prescreve decorridos 18 meses, a contar da data em que foi instaurado, quando o trabalhador não tenha sido notificado da decisão final nesse prazo.",20.0
42,Qual o valor máximo que pode ter a sanção de multa para trabalhadores em funções públicas?," O valor máximo da sanção de multa não pode exceder seis remunerações base diárias por cada infração e, no conjunto do ano civil, está limitado a 90 dias da remuneração base.",A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,95.0
43,Quais são as carreiras gerais no âmbito da função pública?," As carreiras gerais são as de Técnico Superior, Assistente Técnico e Assistente Operacional.","São carreiras gerais: Técnico Superior, Assistente Técnico e Assistente Operacional.",100.0
44,Quantas posições remuneratórias mínimas tem a categoria inferior numa carreira pluricategorial?, 8,À categoria inferior corresponde um número mínimo de oito posições remuneratórias.,20.0
45,Quantos pontos são necessários para alterar obrigatoriamente de posição remuneratória na carreira de trabalhador em funções públicas?, São necessários 8 pontos para alterar obrigatoriamente a posição remunerária na carreira de trabalhador em funções públicas.,É necessário acumular 8 pontos nas avaliações do desempenho para haver alteração obrigatória para a posição remuneratória imediatamente seguinte.,98.0
46,Que valor corresponde a uma menção máxima em termos de pontos para progressão na carreira?, 3 pontos.,Uma menção máxima corresponde a três pontos para efeitos de alteração de posicionamento remuneratório.,50.0
47,Qual o Infotipo utilizado para registar ausências no SIGRHV?, Infotipo 2001,O Infotipo utilizado para registar ausências é o IT 2001 - Ausências.,60.0
48,"Em que Infotipo do SIGRHV devem ser registadas ausências, como por exemplo o descanso compensatório?", O descanso compensatório deve ser registado no Infotipo 2006 – Contingente de Ausências.,As ausências devem ser registadas no IT 2001 - Ausências.,10.0
49,Quais são os requisitos de altura para oficiais na área funcional Sapador de Engenharia?," Para oficiais na área funcional Sapador de Engenharia, a altura mínima é 156 cm para mulheres e 160 cm para homens, com um limite máximo de 190 cm.",Os requisitos de altura para oficiais na área funcional Sapador de Engenharia são 156cm (feminino) e 160cm (masculino).,85.0
50,Qual é a área geográfica de prestação de serviço preferencial para a área funcional Sapador de Engenharia?," Espinho, S. Margarida e Tancos.","A área geográfica de prestação de serviço preferencial para Sapador de Engenharia é Espinho, S. Margarida e Tancos.",95.0
