Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
17,Qual a duração máxima da pena de proibição de saída?, A duração máxima da pena de proibição de saída é de 20 dias.,A pena de proibição de saída tem duração não superior a 20 dias.,100.0
18,O que consiste a pena de repreensão agravada para oficiais e sargentos?," A pena de repreensão agravada para oficiais e sargentos consiste na declaração ao infractor de que sofre reparo por ter praticado uma infracção disciplinar, que é feita na presença de outros oficiais ou sargentos, respectivamente de posto superior ou igual e mais antigos da unidade, estabelecimento ou órgão a que o infractor pertence.","A repreensão agravada a oficiais e sargentos é dada na presença de outros oficiais ou sargentos, respetivamente de posto superior ou igual, mas, neste caso, mais antigos, da unidade, estabelecimento ou órgão a que o infrator pertencer.",95.0
19,Qual é o período de suspensão de serviço que pode ser aplicado como pena disciplinar?, Entre cinco e noventa dias.,"A pena de suspensão de serviço traduz-se no afastamento completo do serviço por um período que for fixado, entre cinco e 90 dias.",60.0
20,A que consiste a pena de separação de serviço?," A pena de separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.","A separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.",100.0
21,Qual o código de transação para atualizar dados mestre de pessoal no SIGRHV?, PA30,O código de transação para atualizar dados mestre de pessoal é PA30.,100.0
22,Qual é o Infotipo utilizado para registar movimentos e mobilidades de pessoal?, O Infotipo utilizado para registar movimentos e mobilidades de pessoal é o **9011 – Movimentos e Mobilidades**.,O Infotipo utilizado para registar movimentos e mobilidades é o IT 9011 - Movimentos e Mobilidades.,97.0
23,Que medida deve ser executada para registar uma reclassificação de um militar?, A medida que deve ser executada é a **B4 – Reclassificação/Transf.QEsp**.,"A medida a executar é Reclassificação / Transferência de Quadro Especial, onde será registada a nova especialidade no IT0337 – Categoria / Posto.",85.0
24,Onde devem ser registados os documentos que constituem o Processo Individual do militar?," Os documentos que constituem o Processo Individual do militar devem ser registados nos arquivos da própria Unidade/Entidade/Orientação (U/E/O) onde o militar está colocado administrativamente, nomeadamente nas capas dos documentos de matrícula.","Os documentos devem ser registados no IT Índice de documentos (IT 9009), que tem como objetivo o registo dos vários documentos que irão constituir o Processo Individual do militar.",40.0
25,Qual é a área geográfica de prestação de serviço preferencial para Operações Especiais de Sargentos?, Lamego,A área geográfica de prestação de serviço preferencial para Operações Especiais é Lamego.,100.0
26,Quantas especialidades existem para admissão de Praças em Regime de Contrato Especial (RCE)?, 14,Existem 14 especialidades para a admissão de Praças em Regime de Contrato Especial.,65.0
27,Qual a escolaridade mínima exigida para admissão como Praça em RCE?, Ensino Secundário completo (12.º ano).,"É necessário o Ensino Secundário completo (12º ano), ou habilitações legalmente equivalentes ao Nível 3 do Quadro Nacional de Qualificações.",85.0
28,Quantos turnos de incorporação CFO/CEFO/CFS estavam previstos para 2024 segundo o Plano de Formação Anual?, Dois turnos.,Estavam previstos dois (02) turnos de incorporação CFO/CEFO/CFS no decorrer de 2024.,85.0
29,Qual era o efetivo máximo previsto para o 1º CFO/CEFO/CFS 2024?, O efetivo máximo previsto para o 1º CFO/CEFO/CFS 2024 era de 96 oficiais e 135 sargentos (total de 231 militares).,Estava previsto um efetivo máximo de 96 Oficiais e 135 Sargentos para o 1º CFO/CEFO/CFS 2024.,95.0
30,Qual é a remuneração base de um Major (MAJ) PR 3 em 2024?," 2 620,23 €","A remuneração base (RB) de um Major (MAJ) PR 3 é 2.620,23 €.",100.0
31,Qual a remuneração total de um 1º Sargento (1SAR) NR 20 em 2024?," 2 015,82 €","A remuneração total de um 1º Sargento (1SAR) NR 20 é 2.015,82 €.",100.0
32,Quantos anos de serviço efetivo são necessários para obter a medalha de ouro de comportamento exemplar?, São necessários **30 anos** de serviço efetivo para obter a medalha de ouro de comportamento exemplar.,"São necessários 30 anos de serviço efetivo, sem qualquer pena disciplinar ou criminal, para obter a medalha de ouro de comportamento exemplar.",90.0
33,Quantos anos de serviço são necessários para a medalha de prata de comportamento exemplar?, São necessários 15 anos de serviço efectivo.,São necessários 15 anos de serviço efetivo sem qualquer pena disciplinar ou criminal para a medalha de prata de comportamento exemplar.,85.0
34,Quais são as bases do Sistema de Avaliação do Mérito dos Militares das Forças Armadas (SAMMFA)?, As bases do SAMMFA são:    - Avaliação individual (AI);   - Avaliação da formação (AF);   - Avaliação disciplinar (AD);   - Antiguidade no posto (AP);   - Avaliação complementar (AC).,"As bases do SAMMFA são: a avaliação individual (AI), a avaliação da formação (AF), a avaliação disciplinar (AD), a antiguidade no posto (AP) e a avaliação complementar (AC).",100.0
35,"Segundo a Lei Geral do Trabalho em Funções Públicas, qual é o limite máximo da sanção disciplinar de multa (por infração e por ano)?", O limite máximo da sanção disciplinar de multa é:  - **Por infração:** o valor correspondente a seis remunerações base diárias;   - **Por ano:** o total não pode exceder a remuneração base de 90 dias no ano civil.,A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,95.0
36,Como é calculada a antiguidade no posto para efeitos de promoção?," A antiguidade no posto é calculada a partir da data fixada no documento oficial de promoção, quantificando o tempo de serviço efetivo (dias) que o militar tem no respetivo posto, nos termos do EMFAR. Cada dia de serviço efetivo vale 0,005 valores; a soma desses valores é arredondada às centésimas.    Para efeitos de promoção por escolha, subtrai‑se ao valor apurado o correspondente ao número de anos igual ao menor dos tempos mínimos exigidos no posto (conforme estabelecido no EMFAR), desconsiderando valores superiores a 20 anos.    São também excluídos da contagem os períodos de inatividade temporária por pena criminal ou disciplinar, ausência ilegítima e deserção, licença ilimitada e o serviço prestado antes do ingresso nos QP (artigo 182.º).","Para a quantificação da antiguidade é atribuído a cada dia de serviço efetivo um valor de 0,005 valores, sendo a soma dos valores arredondada às centésimas.",85.0
37,Qual é o Infotipo SAP utilizado para registar o posto ou categoria profissional de militares?, O Infotipo SAP utilizado para registar o posto ou categoria profissional de militares é o **Infotipo 0337**.,O Infotipo utilizado é o IT 0337 - Posto / Categoria Profissional.,95.0
38,Qual a finalidade do SAMMFA?," O SAMMFA tem por finalidade determinar o mérito do militar e garantir uma correta gestão dos recursos humanos nas Forças Armadas, nomeadamente no recrutamento e seleção, na formação e aperfeiçoamento, na promoção, na progressão horizontal, no desempenho de cargos e funções e na renovação contratual; além de compatibilizar as competências do avaliado com os interesses da instituição, incentivar o cumprimento das missões e tarefas, estimular o aperfeiçoamento técnico‑militar e atualizar o conhecimento do potencial humano existente.","O SAMMFA tem por finalidade determinar o mérito do militar, tendo em vista uma correta gestão dos recursos humanos, designadamente quanto a recrutamento e seleção, formação, promoção, progressão horizontal, desempenho de cargos e renovação contratual.",85.0
39,Qual é o limite máximo de dias que pode ser aplicado como sanção de suspensão para trabalhadores em funções públicas?," O limite máximo de dias que pode ser aplicado como sanção de suspensão é de **90 dias por cada infração**, com um teto anual de **240 dias**.","A sanção de suspensão varia entre 20 e 90 dias por cada infração, num máximo de 240 dias por ano.",95.0
40,Quais são as sanções disciplinares aplicáveis aos trabalhadores em funções públicas?, As sanções disciplinares aplicáveis aos trabalhadores em funções públicas são:  - a) Repreensão escrita; - b) Multa; - c) Suspensão; - d) Despedimento disciplinar ou demissão.,"As sanções disciplinares aplicáveis são: repreensão escrita, multa, suspensão, despedimento disciplinar ou demissão.",98.0
41,Qual é o prazo de prescrição do procedimento disciplinar quando o trabalhador não foi notificado da decisão final?, O prazo de prescrição do procedimento disciplinar é de 18 meses.,"O procedimento disciplinar prescreve decorridos 18 meses, a contar da data em que foi instaurado, quando o trabalhador não tenha sido notificado da decisão final nesse prazo.",65.0
42,Qual o valor máximo que pode ter a sanção de multa para trabalhadores em funções públicas?," O valor máximo da sanção de multa para trabalhadores em funções públicas está limitado a **um terço da retribuição diária** da infracção e, no total do ano civil, **não pode ultrapassar a remuneração correspondente a 30 dias**.",A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,30.0
43,Quais são as carreiras gerais no âmbito da função pública?, As carreiras gerais são as seguintes:    - Técnico superior;   - Assistente técnico;   - Assistente operacional.,"São carreiras gerais: Técnico Superior, Assistente Técnico e Assistente Operacional.",100.0
44,Quantas posições remuneratórias mínimas tem a categoria inferior numa carreira pluricategorial?, 8,À categoria inferior corresponde um número mínimo de oito posições remuneratórias.,50.0
45,Quantos pontos são necessários para alterar obrigatoriamente de posição remuneratória na carreira de trabalhador em funções públicas?, São necessários 8 pontos.,É necessário acumular 8 pontos nas avaliações do desempenho para haver alteração obrigatória para a posição remuneratória imediatamente seguinte.,80.0
46,Que valor corresponde a uma menção máxima em termos de pontos para progressão na carreira?, Corresponde a três pontos por cada menção máxima.,Uma menção máxima corresponde a três pontos para efeitos de alteração de posicionamento remuneratório.,85.0
47,Qual o Infotipo utilizado para registar ausências no SIGRHV?, Infotipo 2001,O Infotipo utilizado para registar ausências é o IT 2001 - Ausências.,60.0
48,"Em que Infotipo do SIGRHV devem ser registadas ausências, como por exemplo o descanso compensatório?", Infotipo 2001.,As ausências devem ser registadas no IT 2001 - Ausências.,75.0
49,Quais são os requisitos de altura para oficiais na área funcional Sapador de Engenharia?, Os requisitos de altura para oficiais na área funcional Sapador de Engenharia são: 156 cm para mulheres e 160 cm para homens (com limite máximo de 190 cm).,Os requisitos de altura para oficiais na área funcional Sapador de Engenharia são 156cm (feminino) e 160cm (masculino).,85.0
50,Qual é a área geográfica de prestação de serviço preferencial para a área funcional Sapador de Engenharia?," Espinho, S. Margarida e Tancos.","A área geográfica de prestação de serviço preferencial para Sapador de Engenharia é Espinho, S. Margarida e Tancos.",95.0
